"Name","Symbol","Exchange","Industry","Rating","MarketCap","EV","Revenue","GrossProfit","EBITDA","EBIT","NetIncome","Cash","PPnE","Assets","Debt","Equity","Receivables","Inventory","CurrentAssets","ShortTermDebt","LTD_Cap_Leases","Leases_LongTerm","LongTermDebt","Liabilities","Liabilities_N_Equity","Debt_Current","Debt_NonCurrent","Debt_Net","EBITDA_sd","Vol","EL","BL","LM","AP","AR","RoD","nEL","nBL","nLM","nAP","nAR","nRoD","RD","nRD"
"Royal Caribbean Cruises Ltd. (NYSE:RCL)","NYSE:RCL","New York Stock Exchange (NYSE)","Consumer","B",17014.62,28332.99,7270.54,2555.3,1327.18,830.045,-375.17,788.76,21375.41,24880.94,8452.90775,9151.57,279.92,135.24,1545.51,261.9,1356.31,261.01,9654.23,20305.16,24880.94,1618.216,9915.255,10744.69,2059.803329231,0.0726998219824664,0.413641599939537,0.449805389133463,1.66795491983921,1.1462083657646,0.910604831984442,0.174490704579536,0.38925524589445,0.438058402496811,1.86055026501376,1.17753202123154,0.8862188637962,0.174182784399505,0.174490704579536,0.174182784399505
"RPM International Inc. (NYSE:RPM)","NYSE:RPM","New York Stock Exchange (NYSE)","Materials","BBB",7692.57,9618.54,5114.63,2077.06,660.51,599.855,295.28,323.31,740.55,4920.78,1367.639,1440.42,1018.47,722.54,2251.24,0,104.919,50.42,1795.52,4200.565,4920.78,104.918,1845.938,1568.85,116.934458850532,0.0121571942156015,0.201608957643591,0.38848052947592,2.89876020122576,1.92815890646023,0.527372665335747,0.353292254397378,0.157141967353008,0.327943536665039,2.28759557350808,2.06610457084135,0.49009247525451,0.472300218292493,0.353292254397378,0.472300218292493
"Ryder System, Inc. (NYSE:R)","NYSE:R","New York Stock Exchange (NYSE)","Industrials","BBB",3642.25,9455.85,7671.14,1519.96,1912.84,1260.87,282.35,90.44,890.35,11518.22,4317.18375,2213.08,967.68,69.1,1385.5,331.111,387.1,86.96,4981.22,10411.68,11518.22,718.208,5068.177,5695.96,403.24613437563,0.0426451492330811,0.606905232479544,0.497833537210714,3.02326692631787,0.831941738601418,1.21340813209484,0.335536981528027,0.597564056649184,0.49395680157399,2.97810100806647,0.83832459029221,1.20406590134367,0.340991562589513,0.335536981528027,0.340991562589513
"Ryerson Holding Corporation (NYSE:RYI)","NYSE:RYI","New York Stock Exchange (NYSE)","Materials","B+",446.5875,1427.7375,3917.79,721,233.45,208.64,73.95,62.9,474,1886.98,808.21,22.22,421.7,693.49,1218.37,6.31,36.82,45.97,1009.48,1875.87,1886.98,43.13,1055.45,1035.68,168.733269129449,0.118182277294985,0.740292529146446,0.589186548655031,5.86002509213017,0.771135279348214,1.30792749126583,0.22491446222661,0.701059648403058,0.575181283653537,5.50863811292281,0.797182641845973,1.26869461052244,0.238513796097711,0.22491446222661,0.238513796097711
"Sally Beauty Holdings, Inc. (NYSE:SBH)","NYSE:SBH","New York Stock Exchange (NYSE)","Consumer","BB-",2956.88,4675.12,3796.04,1885.88,557.54,509.53,231.4,174.83,388.82,2228.37,1320.5509,-173.61,47.05,867.85,1192.12,0,49.3756,80.5871,1689.04,2315.175,2228.37,49.3836,1769.63,1644.19,67.1724513638011,0.0143680699883214,0.424561002258145,0.821924397999577,3.35689791020485,2.17641904526479,0.526103140748268,0.311880580617394,0.381684409034649,0.80530197771116,3.00823664725048,2.33786148559203,0.483221238968975,0.341868082856178,0.311880580617394,0.341868082856178
"Schlumberger Limited (NYSE:SLB)","NYSE:SLB","New York Stock Exchange (NYSE)","Energy","A",82131.48,92697.28,33771.7,5865.7,7952.3,6251.85,-88.6,6061.6,12165.1,62426.3,10638.65,31577.4,8646,4080.9,20124.5,1189.7,1168.2,342.8,13504.7,46637.6,62426.3,2357.9,13847.5,10143.8,3334.09061564519,0.0359675129156453,0.203686054845084,0.269493322311601,2.4926177839359,1.47737329277973,0.741414972839395,0.529854458283199,0.141430736731374,0.190341144216089,1.7039843614766,1.64985050616442,0.679159654725685,1.09956427146661,0.529854458283199,1.09956427146661
"Schweitzer-Mauduit International, Inc. (NYSE:SWM)","NYSE:SWM","New York Stock Exchange (NYSE)","Materials","BB-",1165.52,1654.76,972.2,273.77,187.31,160.65,79.26,144.05,367.33,1424.81,397.795,557.25,111.06,149.19,452.84,0.41,4.66,6.84,566.5,1146.185,1424.81,5.07,573.34,434.36,18.5802433903446,0.0112283614483941,0.342009946681514,0.385949441624129,3.12087229671142,1.21405561204412,0.854746588343902,0.427200945915155,0.24923956559457,0.29696930691565,2.31995394774025,1.38803245691457,0.761976207256958,4.7668303723154,0.427200945915155,4.7668303723154
"Science Applications International Corporation (NYSE:SAIC)","NYSE:SAIC","New York Stock Exchange (NYSE)","Industrials","BB+",3743.83333333333,5205.5,5230,528,404.6,368.7,174.1,180.7,137.7,3106.1,1016.475,848.1,783,72.7,1096.3,0,90.5,57,1270.9,2682.05,3106.1,90.5,1327.9,1229.1,155.677872544559,0.0299064206213734,0.283551454162899,0.414871823829886,3.1607839414345,1.66551353836699,0.613439851908827,10.4180827355697,0.231022198533174,0.359355739190809,2.62401793659293,1.84583997682206,0.562154594318551,15.649275959219,10.4180827355697,15.649275959219
"Sealed Air Corporation (NYSE:SEE)","NYSE:SEE","New York Stock Exchange (NYSE)","Materials","BB+",7671.41,11420.13,5823.79,1945.56,943.74,848.285,223.13,489.48,1104.13,6969.02,2904.8025,518.89,730.65,620.95,2273.47,96.08,115.29,23.52,3801.34,6709.575,6969.02,211.37,3824.86,3546.75,117.588625678204,0.0102966100804636,0.361745284298812,0.592086068579102,4.32434486704765,1.6924944751221,0.624179551953294,0.235746634220667,0.317333747316747,0.56031671961103,3.80630550826852,1.82146504388363,0.579768014971229,0.270090155301161,0.235746634220667,0.270090155301161
"Sempra (NYSE:SRE)","NYSE:SRE","New York Stock Exchange (NYSE)","Utilities","BBB+",29006.09,50940.49,10945.5,3690.6,3595,2884.65,1487.8,479.1,33054.2,51775.5,14423.025,17107.8,1402.4,318.6,3708.8,1665,1067,746.1,15912.3,43221.6,51775.5,2732,16658.4,18911.3,689.582804632224,0.0135370273162316,0.378881554010925,0.371655482264473,5.32125047688053,0.985247512306514,1.02016712690138,0.191605926037957,0.368409111261629,0.365056335257355,5.18255199363037,0.995331645601031,1.00969468415209,0.197696718790433,0.191605926037957,0.197696718790433
"Service Corporation International (NYSE:SCI)","NYSE:SCI","New York Stock Exchange (NYSE)","Consumer","BB+",6604.12,9689.15,3165.25,787.26,898.22,777.925,373.67,195.59,1955.74,12759.7,2462.5705,1504.15,69.2,26.65,371.64,22.935,127.11,182.14,3016.43,12007.625,12759.7,150.059,3198.563,3153.04,264.412139576752,0.0272895083239243,0.353385057418324,0.261149243025296,3.85299882291089,0.7502008695665,1.36484477323668,0.267578095303877,0.333278015582588,0.249840178561556,3.6332458089818,0.761984552818282,1.34473691484111,0.284122048188507,0.267578095303877,0.284122048188507
"Shift4 Payments, Inc. (NYSE:FOUR)","NYSE:FOUR","New York Stock Exchange (NYSE)","IT","B",2765.53333333333,3381.86666666667,1037.56666666667,225.2,34.8,4.71666666666667,-39.0666666666667,541.95,42.75,1411.15,607.275,291.05,92.75,4.65,665.925,0,3.95,4.475,981.925,1265.625,1411.15,3.95,986.4,448.4,58.5809696061784,0.0173220813770043,0.393943415226644,0.720874934973157,1.62077466365745,2.26332729995316,0.5392327821252,0.0385211476854079,0.178539386747587,0.533135695182528,4.85925951984525,3.80757259201274,0.323828753646143,-0.0604167760379104,0.0385211476854079,-0.0604167760379104
"Signet Jewelers Limited (NYSE:SIG)","NYSE:SIG","New York Stock Exchange (NYSE)","Consumer","BB-",4711.41,6009.98,6087.31,2312.58,705.47,628.765,267.64,436.44,1098.82,5633.8,733.875,2468.48,850.72,2131.92,3669.63,27.13,122.82,359.04,614.99,4399.56,5633.8,149.95,974.03,687.54,205.335000263797,0.0341656711442961,0.233180817893803,0.182728961829293,1.91446794685803,1.11430870175308,1.09253893587117,Inf,0.137037773673748,0.112231401035684,1.26255482089465,1.19572254057169,0.996395891651113,2.88496669941478,Inf,2.88496669941478
"SiteOne Landscape Supply, Inc. (NYSE:SITE)","NYSE:SITE","New York Stock Exchange (NYSE)","Industrials","BB",3757.35714285714,4402.68571428571,2161.625,700.6375,178.5,153.59375,83.95,25.4333333333333,175.711111111111,1093.96666666667,318.341666666667,414.222222222222,222.011111111111,366.4,647.111111111111,0,27.5222222222222,85.1,320.311111111111,886.855555555556,1093.96666666667,27.5222222222222,405.411111111111,407.5,123.338790098076,0.0280144434788677,0.12619131375869,0.392259132172508,2.99728026617619,3.47558553699078,0.307123156538365,0.383917359744383,0.119161410634372,0.377016672208155,2.83528026950363,3.55462746534428,0.300093253414047,0.414530278062967,0.383917359744383,0.414530278062967
"Six Flags Entertainment Corporation (NYSE:SIX)","NYSE:SIX","New York Stock Exchange (NYSE)","Consumer","B+",4033.05,6490.29,1217.49,622.76,413.15,354.84,131.84,190.06,1297.64,2659.5,1425.558,214.75,70.44,48.65,348.46,0,16.492,55.37,1892.24,2552.13,2659.5,16.489,1947.613,1774.04,242.809222092847,0.0374111514420537,0.31564312763613,0.735673156186356,2.1611149764055,2.48594692889871,0.428767241843156,0.231045836055363,0.282309075055909,0.711339811089237,1.8357399835633,2.64878839556291,0.39543180056692,0.2682046967783,0.231045836055363,0.2682046967783
"SJW Group (NYSE:SJW)","NYSE:SJW","New York Stock Exchange (NYSE)","Utilities","A-",1214.69,1920.84,392.16,216.9,144.51,115.37,43.32,47.638,1486.35,1959.83,552.07975,595.56,52.64,0.214,127.67,58,14.7743,0,679.21,1662.045,1959.83,72.776,679.213,704.34,40.0482056748836,0.0208493188786591,0.373558278865061,0.354468236185652,4.87295118496988,0.959995820890046,1.06116237979072,0.244437137678505,0.347931370158806,0.332658614793146,4.55803597309536,0.988854028614071,1.03553571843949,0.355179509608384,0.244437137678505,0.355179509608384
"SM Energy Company (NYSE:SM)","NYSE:SM","New York Stock Exchange (NYSE)","Energy","B+",2811.88,4992.14,1720.65,1226.63,961.53,443.36,-96.82,102.2258,5021.49,5643.52,1730.43575,2180.07,139.81,0,452.46,0,3.742,5.44,2332.14,4553.485,5643.52,3.737,2337.586,2239.1,959.054850765991,0.192112971744781,0.510606083500164,0.411676186083953,2.4621699062549,0.921396135868504,1.21286480115608,0.439318088621352,0.492472698554461,0.399668894979163,2.33946215702694,0.94417073479335,1.19472988817806,0.473149951877642,0.439318088621352,0.473149951877642
"Snap-on Incorporated (NYSE:SNA)","NYSE:SNA","New York Stock Exchange (NYSE)","Industrials","A-",8702.4,9523.14,3822.88,1942.48,925.23,887.32,562.84,284.84,469.26,5100.94,760.24,2881.27,619.55,596.57,2184.97,85.3,6.93,13.97,14.32,3660.305,5100.94,167.23,941.37,823.76,198.237685900313,0.020816420413888,0.118563168602768,0.218816241478887,1.22329501883059,1.88738393297645,0.540977737677405,0.836646257582095,0.0900532038103795,0.175436360169976,0.930615932865601,1.98744701272558,0.512467772885017,1.2130734486421,0.836646257582095,1.2130734486421
"Sociedad Química y Minera de Chile S.A. (NYSE:SQM)","NYSE:SQM","New York Stock Exchange (NYSE)","Materials","BBB+",10537,11131.94,2285.08,811.65,916.19,803.965,439.35,1062.26,1741.76,4782.08,1030.27925,2351.82,471.77,983.85,2693.89,68.31,133.35,10.22,1515.92,3606.17,4782.08,201.639,1526.158,665.53,453.92383220585,0.0407767048875443,0.176906086681259,0.358497486610988,2.08678427513169,2.26963598182876,0.489011063589073,0.531655537927436,0.0723292927174388,0.178874204921831,0.867036749688467,2.92932925980914,0.38443388616949,2.01517840942469,0.531655537927436,2.01517840942469
"Sonic Automotive, Inc. (NYSE:SAH)","NYSE:SAH","New York Stock Exchange (NYSE)","Consumer","BB",1190.32,3510.22,9985.8,1477.68,370.07,331.03,111.05,70.401,1123.17,3660.53,1787.8085,770.69,400.59,1400.97,1922.38,1391.73,64.2,111.96,839.3,3275.185,3660.53,1455.951,951.263,2336.81,127.358505801536,0.036282200489296,0.685006678300452,0.657403674824791,6.76492856663576,0.968082535182443,1.04157610123075,0.151596342462763,0.667751213072869,0.651517857877798,6.63439611760137,0.984518096554691,1.02432056958726,0.156822887829523,0.151596342462763,0.156822887829523
"Sonoco Products Company (NYSE:SON)","NYSE:SON","New York Stock Exchange (NYSE)","Materials","BBB",5104.1,6533.44,5160.04,982.56,622.9,511.795,214.35,244.79,1259.88,4489.94,1027.49025,1687.87,692.09,445.6,1500.3,49.4,187.45,85.91,1128.83,3646.005,4489.94,236.863,1214.718,1206.79,135.680867397647,0.0207671406483639,0.223422221166588,0.318626423285661,2.54111683436878,1.44846723392523,0.702099091118631,0.455054683854922,0.184283636817577,0.279009895001559,2.13362226594476,1.53117150465686,0.66296223197837,0.558280516208761,0.455054683854922,0.558280516208761
"South Jersey Industries, Inc. (NYSE:SJI)","NYSE:SJI","New York Stock Exchange (NYSE)","Utilities","BBB",2567.86,4593.62,1291.7,293.16,314.46,254.855,90.546,14.185,3046.75,4629.3,1600.51575,1237.18,301.14,57.71,524.95,406.23,193.71,2.667,1536.16,4010.71,4629.3,599.923,1538.83,2124.56,135.888272734135,0.0295819577444662,0.443584619684062,0.43970395305762,6.79126263419151,1.00441747046826,1.00209293244537,0.157952044516316,0.440858327408627,0.438205438830639,6.74881445408748,1.00720276513626,0.999366213786301,0.158929123447251,0.157952044516316,0.158929123447251
"Southwest Gas Holdings, Inc. (NYSE:SWX)","NYSE:SWX","New York Stock Exchange (NYSE)","Utilities","BBB-",3576.04,5877.35,2706.23,678.2,611.78,469.405,175.06,65.49,5192.32,6846.74,1788.527,2024.7,453.38,38.64,749.37,261.65,76.56,24.67,2043.66,5834.395,6846.74,338.208,2068.32,2341.06,99.7018867535726,0.0169637484161353,0.390905835490073,0.332168896809476,3.74142357114069,0.854755040322308,1.17799106975496,0.296759664718833,0.380901476742668,0.32657785977013,3.64187780548383,0.862211953546582,1.16798117226948,0.304182539074031,0.296759664718833,0.304182539074031
"Southwestern Energy Company (NYSE:SWN)","NYSE:SWN","New York Stock Exchange (NYSE)","Energy","BB+",6393.54,10185.01,3707.42,1910.06,1057.15,727.635,-972.38,273.16,6959.7,8191.55,2779.34675,2514.99,459.66,10.31,1006.09,454,34.02,37.8,3271.03,6934.06,8191.55,488.02,3308.827,3523.69,1155.12589717889,0.113414311540086,0.44720450931797,0.465201469978424,2.93859090071245,1.2538672038753,0.947262623068144,0.402949324104362,0.408266475861338,0.447304750666528,2.63769563524028,1.30003968263315,0.908324589611512,0.428999524873711,0.402949324104362,0.428999524873711
"Spectrum Brands Holdings, Inc. (NYSE:SPB)","NYSE:SPB","New York Stock Exchange (NYSE)","Consumer Staples","B",2670.92,6947.52,4034.49,1462.84,603,515,90.66,834.08,526.35,21116.34,2903.455,1743.55,376.27,575.18,11475.05,0,90.44,42.91,4015.95,20244.565,21116.34,90.44,4058.86,3315.22,271.504831141793,0.0390793882049699,0.592805045904246,0.293924982057921,7.8818510419662,0.538145936729134,2.86713940436014,0.161629872802333,0.4641096322103,0.255363388482296,6.54542288528051,0.57873578723811,2.7384439906662,0.319931784046553,0.161629872802333,0.319931784046553
"Spire Inc. (NYSE:SR)","NYSE:SR","New York Stock Exchange (NYSE)","Utilities","A-",3099.93,5500.95,1769.96,566.99,431.64,359.035,157.63,14.16,3527.73,6004.14,1734.933,1846.83,139.63,212.27,645.33,423.2,79.97,11.21,1803.58,5080.725,6004.14,503.17,1814.792,2303.81,153.795551156578,0.0279579983742041,0.40498886347943,0.371279154982192,5.14169342097939,0.921910761536039,1.08924574676084,0.205578438345308,0.400470868533206,0.368336848507331,5.08596409765565,0.925812193137442,1.08472211959833,0.210069756676576,0.205578438345308,0.210069756676576
"Stanley Black & Decker, Inc. (NYSE:SWK)","NYSE:SWK","New York Stock Exchange (NYSE)","Industrials","A",19267.74,24953.55,12704.27,4486.79,2025.46,1784.385,974.88,598.36,1850.74,18983.95,3083.72,8029.82,1336.95,2207.76,4867.47,336.35,155.21,66.73,3752.79,14969.04,18983.95,491.56,3819.52,3712.72,408.03922251557,0.0163519508252561,0.178727759209179,0.228644138091804,2.16392411161502,1.32572428273541,0.775728922675365,0.479079963820327,0.154109752630867,0.201709479190461,1.86002426739544,1.37465903820634,0.751110916097053,0.570165539413939,0.479079963820327,0.570165539413939
"Steelcase Inc. (NYSE:SCS)","NYSE:SCS","New York Stock Exchange (NYSE)","Industrials","BB+",1794.37,1923.04,3060.1,961.63,230.84,195.555,94.4,312.96,473.3,1991.85,252.8175,795.85,322.37,192.18,911.61,1.41,14.96,59.59,365.45,1593.925,1991.85,16.37,425.04,128.45,60.9955226043501,0.0317182807452523,0.238344383678831,0.213008568646704,2.27625317483902,0.992395183846174,1.05777861517004,0.632837187743333,0.0711356980952007,0.0666967531407115,0.838400123559778,1.17473985310422,0.890569929586412,4.49968962258802,0.632837187743333,4.49968962258802
"STERIS plc (NYSE:STE)","NYSE:STE","New York Stock Exchange (NYSE)","Health Care","BBB-",9573.12,10703.69,2593.06,1092.23,590.68,493.87,228.89,230.47,977.21,4972.89,956.3515,2916.81,495.77,241.84,1035.75,0,22.19,39.89,1289.88,3514.47,4972.89,22.193,1329.763,1121.49,276.617528969755,0.0258431932324044,0.139887449456727,0.271435356082427,2.22486162127083,2.08686261336815,0.509426089302477,0.482036308718274,0.111236610226365,0.228753977692467,1.79994212589625,2.20521221806793,0.480775767063524,0.619363895077512,0.482036308718274,0.619363895077512
"StoneMor Inc. (NYSE:STON)","NYSE:STON","New York Stock Exchange (NYSE)","Consumer","CCC+",445.69,738.95,297.5,156.91,10.003,3.8511,-46.9,24.127,420.81,1652.6,234.13745,58.39,62.66,7.58,134.02,0,2.3608,2.783,315.09,1623.41,1652.6,2.3608,317.869,296.11,15.6480513873844,0.0211760625040725,0.500523279032094,0.193803960985497,2.51265446213806,0.453071222335804,2.54985960648265,0.0358575595303076,0.462233960094091,0.182159048486914,1.52338148793696,0.459181456377717,2.51154199026819,0.0379909467890692,0.0358575595303076,0.0379909467890692
"Stoneridge, Inc. (NYSE:SRI)","NYSE:SRI","New York Stock Exchange (NYSE)","Consumer","BB-",540.63,660.5,750.17,202.91,64.34,49.4291,21.491,63.11,109.91,534.61,94.00075,220.45,126.43,84.27,309.94,7.0569,4.0144,4.83,130.5,424.39,534.61,11.064,135.309,83.26,25.4851242012974,0.0385845937945457,0.241508671412284,0.274642310529453,3.10952873922006,1.2537227671636,0.853180207330817,0.503762729970266,0.14205086315914,0.175309675455852,1.78069401523667,1.42841036105987,0.753722399077673,1.34084514553079,0.503762729970266,1.34084514553079
"Stryker Corporation (NYSE:SYK)","NYSE:SYK","New York Stock Exchange (NYSE)","Health Care","BBB+",56786.81,61168.11,12312.6,8127.1,3282.3,2981.2,1612.7,3768.8,1953.9,23144,4702,10677.8,2129.5,2315.2,8947.9,40,530.7,93.6,6865.6,17805.1,23144,570.7,6959.2,3748.2,814.081902786473,0.0133089268703328,0.114877238057586,0.298455371251675,2.11954004052496,2.55063145287461,0.406143744383263,0.570063557216323,0.0331502238507624,0.115912229510036,0.865774020516387,3.11981627272893,0.324890066643411,-3.68840772638788,0.570063557216323,-3.68840772638788
"Suburban Propane Partners, L.P. (NYSE:SPH)","NYSE:SPH","New York Stock Exchange (NYSE)","Utilities","BB-",1736.63,2983.93,1367.11,349.91,284.53,225.18,76.289,54.304,755.95,2335.91,940.243875,710.6,71.75,61.59,206.32,0,6.3615,19.12,1246.29,1980.61,2335.91,6.3635,1265.402,1217.44,46.2267370925336,0.0154918972940161,0.446624500862116,0.552022488639853,4.57286794948213,1.26247182063135,0.800941722444716,0.223672863677324,0.431096580697187,0.541001651098552,4.37678287228138,1.29189704889972,0.785421612996472,0.234052929558292,0.223672863677324,0.234052929558292
"Summit Midstream Partners, LP (NYSE:SMLP)","NYSE:SMLP","New York Stock Exchange (NYSE)","Energy","B",5168.92,6388.74,392.5,252.12,202.17,151.775,-10.56,12.219,1611.1,2503.26,803.802,1173.64,76.92,0,97.44,0,1.372,0.996,1073.44,1916.435,2503.26,1.372,1074.436,1063.59,51.7329478078418,0.00809751966864231,0.442834544088562,0.414434025910491,5.17589779861274,3.52372988842664,0.937595671988584,0.223543635394338,0.439366800049607,0.41108199603752,5.10840343714654,3.55420930297594,0.934129297248651,0.228206847007436,0.223543635394338,0.228206847007436
